family ID,family name,subfamily name,taxon range,Amborella trichopoda,Arabidopsis thaliana,Brachypodium distachyon,Brassica napus,Brassica rapa subsp. Pekinensis,Capsicum annuum,Chlamydomonas reinhardtii,Citrus sinensis,Cucumis sativus,Erythranthe guttata,Eucalyptus grandis,Glycine max,Gossypium hirsutum,Helianthus annuus,Hordeum vulgare subsp. vulgare,Juglans regia,Lactuca sativa,Manihot esculenta,Medicago truncatula,Musa acuminata subsp. malaccensis,Nelumbo nucifera,Nicotiana tabacum,Oryza sativa,Ostreococcus tauri,Phoenix dactylifera,Physcomitrella patens,Populus trichocarpa,Prunus persica,Ricinus communis,Selaginella moellendorffii,Setaria italica,Solanum lycopersicum,Solanum tuberosum,Sorghum bicolor,Spinacia oleracea,Theobroma cacao,Triticum aestivum,Vitis vinifera,Zea mays,Zostera marina,Caenorhabditis elegans,Danio rerio,Dictyostelium discoideum,Drosophila melanogaster,Escherichia coli,Homo sapiens,Mus musculus,Rattus norvegicus,Saccharomyces cerevisiae,Schizosaccharomyces pombe,GO terms (F),GO terms (P)
PTHR45033,FAMILY NOT NAMED,ZINC-TYPE ALCOHOL DEHYDROGENASE-LIKE PROTEIN C1773.06C|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,
PTHR45036,METHYLTRANSFERASE LIKE 7B,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Eukaryota,1,0,0,4,0,1,0,0,2,0,1,0,2,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,4,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45081,"EF HAND FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED","EF HAND FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED|TPR_REGION DOMAIN-CONTAINING PROTEIN|",Embryophyta,2,2,1,2,0,1,0,2,1,1,1,2,4,3,1,2,3,2,1,1,2,4,1,0,3,3,2,1,1,4,1,1,1,1,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45084,ERAD-ASSOCIATED E3 UBIQUITIN-PROTEIN LIGASE COMPONENT HRD3A-RELATED,ERAD-ASSOCIATED E3 UBIQUITIN-PROTEIN LIGASE COMPONENT HRD3A-RELATED|BNAA02G18220D PROTEIN|,Embryophyta,1,2,1,6,0,2,0,1,1,1,2,3,2,3,1,3,1,2,1,2,1,2,1,0,2,2,2,1,1,2,1,1,0,1,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,protein binding,hyperosmotic salinity response|ubiquitin-dependent ERAD pathway
PTHR45085,F21J9.14,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Tracheophyta,2,3,4,4,0,4,0,3,2,3,3,4,7,4,4,2,3,3,3,4,2,9,3,0,3,0,5,2,4,2,5,4,4,3,3,3,8,3,4,2,0,0,0,0,0,0,0,0,0,0,,
PTHR45086,WD REPEAT-CONTAINING PROTEIN PCN,WD REPEAT-CONTAINING PROTEIN PCN|WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,2,1,4,0,2,0,1,1,1,1,2,4,4,1,2,0,2,2,1,1,4,0,0,2,3,2,1,1,2,1,2,2,1,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,,embryo development ending in seed dormancy|lateral root formation|leaf development|leaf vascular tissue pattern formation|meristem growth|meristem maintenance|post-embryonic plant organ development|regulation of auxin polar transport|root meristem growth
PTHR45088,OSJNBA0022H21.17 PROTEIN,OS04G0476000 PROTEIN|F-BOX DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,1,1,2,0,3,0,1,1,2,1,3,4,1,1,1,1,2,1,1,1,3,1,0,1,1,2,1,1,2,1,2,2,1,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,protein binding,
PTHR45089,DNAJ HEAT SHOCK AMINO-TERMINAL DOMAIN PROTEIN-RELATED,DNAJ HEAT SHOCK AMINO-TERMINAL DOMAIN PROTEIN-RELATED|J DOMAIN-CONTAINING PROTEIN|DUF3444 DOMAIN-CONTAINING PROTEIN|SUBFAMILY NOT NAMED|DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN-RELATED|,Embryophyta,2,9,3,15,0,10,0,5,2,5,2,9,9,6,5,1,2,3,8,3,2,14,9,0,2,5,4,3,4,0,9,9,28,11,1,2,15,2,6,2,0,0,0,0,0,0,0,0,0,0,,
PTHR45090,CHAPERONE PROTEIN DNAJ 20 CHLOROPLASTIC,"J DOMAIN-CONTAINING PROTEIN|CHAPERONE PROTEIN DNAJ 20, CHLOROPLASTIC|",Viridiplantae,3,1,4,3,0,4,0,2,2,4,5,7,6,7,4,7,6,9,3,5,2,8,2,1,7,3,5,3,5,4,7,3,4,5,1,3,11,2,5,1,0,0,0,0,0,0,0,0,0,0,protein binding,"chaperone-mediated protein folding|regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity|regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
PTHR45093,TRANSCRIPTION ACTIVATOR MSS11,TRANSCRIPTION ACTIVATOR MSS11|OS01G0177100 PROTEIN|,Eukaryota,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,1,0,2,0,2,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,1,0,protein binding|protein heterodimerization activity,"cellular response to DNA damage stimulus|cellular response to external biotic stimulus|flower development|galacturonan metabolic process|meristem maintenance|mucilage extrusion from seed coat|mucilage metabolic process involved in seed coat development|negative regulation of transcription, DNA-templated|polarity specification of adaxial/abaxial axis|positive regulation of transcription by RNA polymerase II|positive regulation of unidimensional cell growth|regulation of embryonic development|regulation of flower development|regulation of leaf development|regulation of shoot apical meristem development|response to auxin|response to bacterium|response to cycloheximide|response to fungus|response to hypoxia|response to nematode|response to oxidative stress|response to salt|response to silver ion|response to water deprivation|response to wounding"
PTHR45096,PROTEIN NEDD1,PROTEIN NEDD1|WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,1,1,1,0,3,0,2,1,1,1,2,5,1,1,1,1,2,1,1,1,2,1,0,2,4,2,1,2,4,1,1,1,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,,cell plate assembly|embryo sac development|pollen development|positive regulation of cytokinesis|regulation of mitotic spindle organization|regulation of phragmoplast microtubule organization
PTHR45098,"DNAJ DOMAIN CONTAINING PROTEIN, EXPRESSED",J DOMAIN-CONTAINING PROTEIN|RRM DOMAIN-CONTAINING PROTEIN|,Viridiplantae,1,1,2,2,0,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,14,2,1,3,5,1,4,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45125,F21J9.4-RELATED,NAM-ASSOCIATED DOMAIN-CONTAINING PROTEIN|SUBFAMILY NOT NAMED|,Embryophyta,0,4,50,2,0,0,0,4,0,0,0,0,0,11,63,64,1,0,4,0,0,2,7,0,0,5,0,5,0,0,19,0,1,28,0,0,71,0,13,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45134,FAMILY NOT NAMED,OS08G0543275 PROTEIN|SUBFAMILY NOT NAMED|C2H2-TYPE DOMAIN-CONTAINING PROTEIN|,Unikonts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,3,0,0,1,0,22,0,0,,
PTHR45138,REGULATORY COMPONENTS OF SENSORY TRANSDUCTION SYSTEM,DIGUANYLATE CYCLASE DGCM-RELATED|DIGUANYLATE CYCLASE DGCN|DIGUANYLATE CYCLASE DGCJ-RELATED|DIGUANYLATE CYCLASE DGCC-RELATED|DIGUANYLATE CYCLASE DGCQ-RELATED|,LUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,carbon monoxide binding|diguanylate cyclase activity|heme binding|identical protein binding|oxygen binding|protein binding|zinc ion binding,cell adhesion involved in single-species biofilm formation|cellular response to cell envelope stress|cyclic-nucleotide-mediated signaling|negative regulation of bacterial-type flagellum assembly|negative regulation of bacterial-type flagellum-dependent cell motility|negative regulation of cellular component movement|positive regulation of DNA-binding transcription factor activity|positive regulation of single-species biofilm formation on inanimate substrate|regulation of bacterial-type flagellum-dependent cell motility
PTHR45176,TRANSDUCIN FAMILY PROTEIN / WD-40 REPEAT FAMILY PROTEIN-RELATED,TRANSDUCIN FAMILY PROTEIN / WD-40 REPEAT FAMILY PROTEIN-RELATED|,Embryophyta,1,2,1,5,0,0,0,3,1,1,1,3,2,1,6,2,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45180,OS01G0307686 PROTEIN,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Tracheophyta,2,1,1,2,0,1,0,5,1,2,2,1,3,3,1,6,1,1,4,1,1,4,1,0,1,0,3,1,1,2,2,2,2,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,,microtubule depolymerization|response to cadmium ion
PTHR45181,HEAT SHOCK PROTEIN DNAJ WITH TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN,HEAT SHOCK PROTEIN DNAJ WITH TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN|J DOMAIN-CONTAINING PROTEIN|TETRATRICOPEPTIDE-LIKE HELICAL DOMAIN-CONTAINING PROTEIN-RELATED|,Eukaryota,1,2,1,2,0,2,0,2,2,2,2,5,6,5,1,3,8,3,2,2,4,4,2,0,1,0,4,2,2,2,2,2,1,0,2,2,3,2,8,2,0,0,1,0,0,0,0,0,0,0,,
PTHR45184,DNAJ PROTEIN ERDJ3A,DNAJ PROTEIN ERDJ3A|,Eukaryota,1,1,1,2,0,1,0,1,1,1,2,4,3,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,2,1,1,1,1,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,1,oxidoreductase activity,pollen tube growth|response to heat
PTHR45187,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 11, CHLOROPLASTIC","RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 11, CHLOROPLASTIC|",Viridiplantae,1,1,1,0,0,0,1,1,1,1,2,2,1,1,0,2,1,1,1,1,1,2,1,0,1,1,1,1,2,2,1,1,0,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45188,DNAJ PROTEIN P58IPK HOMOLOG,DNAJ PROTEIN P58IPK HOMOLOG|,Viridiplantae,2,1,1,1,0,1,1,1,1,1,1,3,4,1,5,2,1,2,1,1,1,2,2,0,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,protein binding,positive regulation by host of viral process
PTHR45224,OS01G0527900 PROTEIN-RELATED,OS11G0506300 PROTEIN|NAM-ASSOCIATED DOMAIN-CONTAINING PROTEIN|MYB-LIKE DOMAIN-CONTAINING PROTEIN|OS09G0317700 PROTEIN|OS01G0527900 PROTEIN|,Poaceae,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,31,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45228,CYCLIC DI-GMP PHOSPHODIESTERASE TM_0186-RELATED,CYCLIC DI-GMP PHOSPHODIESTERASE TM_0186|,Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45267,FAMILY NOT NAMED,NADPH-DEPENDENT PTERIN ALDEHYDE REDUCTASE|,Tracheophyta,2,1,1,1,0,1,0,1,11,2,3,1,2,1,0,1,1,1,4,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",folic acid-containing compound metabolic process|obsolete oxidation-reduction process|oxidation-reduction process
PTHR45270,OS03G0832900 PROTEIN,OS03G0832900 PROTEIN|J DOMAIN-CONTAINING PROTEIN|CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN|,Viridiplantae,2,2,2,2,0,2,1,3,2,4,2,5,5,3,2,4,3,3,4,5,2,4,2,0,2,1,4,2,2,0,2,2,2,2,2,2,6,2,3,3,0,0,0,0,0,0,0,0,0,0,,
PTHR45274,NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN,NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN|3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE|,Viridiplantae,1,2,1,4,0,1,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,0,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45277,EXPRESSED PROTEIN,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Magnoliophyta,1,2,0,4,0,1,0,1,1,0,2,4,3,4,0,2,2,2,1,1,2,2,0,0,2,0,2,1,1,0,0,1,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,sequence-specific DNA binding,"positive regulation of transcription, DNA-templated"
PTHR45282,OS03G0858400 PROTEIN,OS03G0858400 PROTEIN|,Viridiplantae,1,1,1,1,0,0,1,1,1,1,1,2,3,1,1,3,1,1,1,1,2,2,1,0,1,1,2,1,1,2,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45283,"NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT T, CHLOROPLASTIC","NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT T, CHLOROPLASTIC|",Embryophyta,1,1,1,1,0,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,double-stranded DNA binding|transcription coregulator activity,regulation of transcription by RNA polymerase II
PTHR45286,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN|,Viridiplantae,1,1,1,2,0,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45287,OS03G0691500 PROTEIN,"OS03G0691500 PROTEIN|PROTEIN, PUTATIVE-RELATED|A-TYPE INCLUSION PROTEIN, PUTATIVE-RELATED|",Embryophyta,1,1,1,1,0,1,0,1,1,2,1,7,5,2,1,3,2,4,3,0,1,4,1,0,1,1,3,2,1,0,1,2,2,1,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45288,THIOREDOXIN FAMILY PROTEIN,THIOREDOXIN FAMILY PROTEIN|BNAANNG34120D PROTEIN|BNAA03G01120D PROTEIN|,Viridiplantae,2,2,2,5,0,1,1,2,2,3,2,3,3,1,3,2,1,2,2,2,2,3,1,2,3,2,2,2,1,16,3,1,2,2,1,2,11,2,5,2,0,0,0,0,0,0,0,0,0,0,,
PTHR45290,OS03G0300300 PROTEIN,WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|UTP12 DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,1,1,2,0,4,0,1,1,1,2,4,2,1,2,2,1,1,1,1,2,2,1,0,1,1,2,1,1,2,1,2,2,1,1,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,,rRNA processing
PTHR45295,"CHAPERONE PROTEIN DNAJ C76, CHLOROPLASTIC","CHAPERONE PROTEIN DNAJ C76, CHLOROPLASTIC|OS06G0474800 PROTEIN|J DOMAIN-CONTAINING PROTEIN|",Viridiplantae,1,2,1,2,0,2,1,3,3,3,5,4,6,4,1,3,4,3,2,2,3,5,3,1,1,3,2,4,3,4,3,2,2,2,2,5,6,4,2,1,0,0,0,0,0,0,0,0,0,0,,chloroplast organization|developmental process
PTHR45296,TRANSDUCIN/WD40 REPEAT-LIKE SUPERFAMILY PROTEIN,TRANSDUCIN/WD40 REPEAT-LIKE SUPERFAMILY PROTEIN|,Viridiplantae,1,1,1,2,0,0,1,1,1,1,3,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,2,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45333,MEMBRANE PROTEIN-RELATED,WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Eukaryota,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45339,HYBRID SIGNAL TRANSDUCTION HISTIDINE KINASE J,HYBRID SIGNAL TRANSDUCTION HISTIDINE KINASE J-RELATED|HISTIDINE KINASE|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,protein histidine kinase activity,cellular hyperosmotic response
PTHR45364,HISTONE DEACETYLASE 9-RELATED,HISTONE DEACETYLASE|HISTONE DEACETYLASE 9|HISTONE DEACETYLASE 9-B|HISTONE DEACETYLASE 7|,Euteleostomi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,protein binding|repressing transcription factor binding|transcription corepressor activity,"DNA repair|angiogenesis|determination of adult lifespan|heart development|lymph vessel development|negative regulation of transcription by RNA polymerase II|negative regulation of transcription, DNA-templated|primitive erythrocyte differentiation|primitive hemopoiesis|regulation of skeletal muscle fiber development|regulation of striated muscle cell differentiation|vasculature development"
PTHR45374,GLUTATHIONE S-TRANSFERASE TCHQD,GLUTATHIONE S-TRANSFERASE TCHQD|,Embryophyta,1,1,1,0,0,3,0,1,1,1,7,3,2,1,1,1,1,1,1,2,2,2,1,0,2,4,1,1,1,2,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45376,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN-RELATED,J DOMAIN-CONTAINING PROTEIN|OS04G0687300 PROTEIN|BNAC04G48090D PROTEIN|,Embryophyta,1,4,3,2,0,2,0,2,2,4,2,8,7,2,3,2,2,2,2,3,2,4,3,0,4,1,3,3,2,0,3,2,2,3,3,2,9,2,3,2,0,0,0,0,0,0,0,0,0,0,protein binding,brassinosteroid mediated signaling pathway|hyperosmotic salinity response|regulation of ATP metabolic process|regulation of unidimensional cell growth|response to high light intensity
PTHR45389,WD REPEAT-CONTAINING PROTEIN RUP1,WD REPEAT-CONTAINING PROTEIN RUP1|WD REPEAT-CONTAINING PROTEIN RUP2|,Viridiplantae,1,2,1,3,0,0,1,1,1,2,1,0,2,2,0,1,1,1,0,3,2,2,0,0,1,2,2,1,1,4,2,1,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,protein binding,chloroplast organization|regulation of protein-containing complex assembly|response to UV-B|response to far red light|response to red light
PTHR45431,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 15, CHLOROPLASTIC","RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 15, CHLOROPLASTIC|RHODANESE DOMAIN-CONTAINING PROTEIN|",Viridiplantae,1,1,1,1,0,1,2,1,1,1,2,2,1,1,2,1,1,2,1,3,1,2,1,0,4,2,2,1,1,2,3,1,1,2,1,2,11,1,1,1,0,0,0,0,0,0,0,0,0,0,,aging|response to jasmonic acid|response to oxidative stress|response to wounding
PTHR45432,"CHAPERONE PROTEIN DNAJ 11, CHLOROPLASTIC-LIKE",J DOMAIN-CONTAINING PROTEIN|,Mesangiosperma,0,0,1,4,0,2,0,9,1,1,2,3,1,3,1,3,2,1,1,2,2,0,0,0,2,0,4,1,1,0,3,1,2,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45444,FAMILY NOT NAMED,ALD_XAN_DH_C2 DOMAIN-CONTAINING PROTEIN|,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45445,FAMILY NOT NAMED,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Chlorophyta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45453,PHOSPHATE REGULON SENSOR PROTEIN PHOR,PHOSPHATE REGULON SENSOR PROTEIN PHOR|,Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,phosphoprotein phosphatase activity|phosphorelay sensor kinase activity|protein binding,cellular response to phosphate starvation|peptidyl-histidine phosphorylation|protein autophosphorylation|signal transduction by protein phosphorylation
PTHR45458,SHORT-CHAIN DEHYDROGENASE/REDUCTASE SDR,SHORT-CHAIN DEHYDROGENASE/REDUCTASE SDR|,LUCA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",
PTHR45463,OS09G0392200 PROTEIN,F-BOX DOMAIN-CONTAINING PROTEIN|,Mesangiosperma,0,0,0,3,0,1,0,2,0,2,0,4,3,6,0,3,72,2,10,0,4,1,1,0,0,0,4,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45495,DNAJ PROTEIN JJJ1 HOMOLOG,DNAJ PROTEIN JJJ1 HOMOLOG|,Embryophyta,3,1,1,2,0,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,2,1,1,2,3,1,4,1,0,0,0,0,0,0,0,0,0,0,protein binding,
PTHR45496,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN,J DOMAIN-CONTAINING PROTEIN|OS07G0620200 PROTEIN|OS10G0378450 PROTEIN|OS01G0713100 PROTEIN|PROTEIN ADMETOS|SUBFAMILY NOT NAMED|,Magnoliophyta,1,7,5,9,0,10,0,3,2,4,3,11,15,4,5,8,5,4,6,3,2,10,6,0,2,0,4,3,3,0,8,5,7,4,3,3,13,2,6,3,0,0,0,0,0,0,0,0,0,0,"DNA-binding transcription activator activity, RNA polymerase II-specific|protein binding",endosperm development|regulation of double fertilization forming a zygote and endosperm|regulation of flower development|regulation of genetic imprinting
PTHR45500,OS02G0202600 PROTEIN,OS02G0202600 PROTEIN|,Embryophyta,1,1,1,1,0,2,0,1,1,1,3,2,2,2,1,1,1,1,2,1,1,4,1,0,1,1,1,1,1,0,1,1,1,1,2,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45504,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN,J DOMAIN-CONTAINING PROTEIN|,Viridiplantae,1,1,2,6,0,2,1,1,2,1,2,4,2,1,2,3,1,3,1,4,2,4,2,1,2,2,3,1,1,1,2,2,2,1,2,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,protein binding,
PTHR45508,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 9, CHLOROPLASTIC","RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 9, CHLOROPLASTIC|",Embryophyta,1,1,1,1,0,1,0,1,1,1,1,2,3,1,1,2,1,1,1,1,2,3,1,0,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45510,RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 10,RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 10|,Embryophyta,1,1,1,2,0,1,0,1,1,1,1,2,2,1,0,2,1,1,1,1,1,2,1,0,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,response to cold
PTHR45521,TSET COMPLEX MEMBER TSTF,TSET COMPLEX MEMBER TSTF|WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Eukaryota,3,1,1,2,0,1,3,1,1,1,1,4,2,2,2,1,1,1,1,2,1,4,4,0,2,1,1,1,1,5,1,1,1,1,2,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,protein binding,pollen development
PTHR45523,TETRATRICOPEPTIDE REPEAT (TPR)-CONTAINING PROTEIN-RELATED,OS02G0470600 PROTEIN|C2 DOMAIN-CONTAINING PROTEIN|PH DOMAIN-CONTAINING PROTEIN|TETRATRICOPEPTIDE REPEAT (TPR)-CONTAINING PROTEIN|SUBFAMILY NOT NAMED|,Tracheophyta,2,1,1,4,0,5,0,2,5,5,2,2,1,1,3,1,3,2,1,2,4,9,3,0,1,0,1,1,1,7,3,1,1,1,1,1,3,3,5,1,0,0,0,0,0,0,0,0,0,0,,
PTHR45527,NONRIBOSOMAL PEPTIDE SYNTHETASE,FATTY ACID SYNTHASE|HYDROXAMATE-TYPE FERRICHROME SIDEROPHORE PEPTIDE SYNTHETASE|,LUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"2,3-dihydroxybenzoate-serine ligase activity|nucleotidyltransferase activity|phosphopantetheine binding",amino acid activation for nonribosomal peptide biosynthetic process|cellular response to iron ion starvation|enterobactin biosynthetic process|ferrichrome biosynthetic process|secondary metabolite biosynthetic process
PTHR45530,SENSORY TRANSDUCTION HISTIDINE KINASE,HISTIDINE KINASE DOMAIN-CONTAINING PROTEIN|,Embryophyta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45560,OS04G0163150 PROTEIN-RELATED,OS04G0164500 PROTEIN|DUF295 DOMAIN-CONTAINING PROTEIN|,Poaceae,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45564,"NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT 2 B, CHLOROPLASTIC","NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT 2 B, CHLOROPLASTIC|PROTON_ANTIPO_M DOMAIN-CONTAINING PROTEIN|",Magnoliophyta,2,0,3,0,0,0,0,0,0,3,1,2,0,10,3,0,1,2,2,0,0,0,0,0,0,0,3,0,5,0,0,7,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,,
